订单号,客户,板件条码,板件备注,项目地址,房间,厚度,材质,高光板,颜色,板件名称,成品长度,成品宽度,数量,纹理,前封边,后封边,左封边,右封边,门板
250727-1021,朗力,	7536633089929,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉03_抽屉底板01,547,290,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560616424,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉03_抽盒前板01,547,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090017,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉02_抽屉面板01,628,222.5,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090031,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉02_抽屉右板01,290,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090048,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉02_抽屉左板01,290,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090055,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉02_抽屉后板01,547,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633089998,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉02_抽屉底板01,547,290,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560616462,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉02_抽盒前板01,547,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090086,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉01_抽屉面板01,628,222.5,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090109,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉01_抽屉右板01,290,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090116,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉01_抽屉左板01,290,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090123,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉01_抽屉后板01,547,82,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090062,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉01_抽屉底板01,547,290,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560616448,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_抽屉01_抽盒前板01,547,82,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090574,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_收口条01_L收口辅板01,682,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633090581,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜A_收口条01_L收口面板01,682,30,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090765,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_左立板01,682,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090796,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_右立板01,682,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090826,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_中立板01,682,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090864,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_顶板01,851,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090888,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_顶板02,851,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090956,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_踢脚线01_踢脚线前挡板01,851,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633090963,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_踢脚线01_踢脚线后挡板01,60,851,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633090932,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_底板01,851,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633091014,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_踢脚线02_踢脚线前挡板01,851,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7536633091021,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_踢脚线02_踢脚线后挡板01,60,851,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7536633090994,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_底板02,851,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633091083,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_背板01,586,851,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633091106,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_背板02,586,851,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633091137,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_柜门01_双开左01_左开,672,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633091168,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_柜门01_双开右01_右开,672,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633091205,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_柜门02_双开左01_左开,672,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633091236,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_柜门02_双开右01_右开,672,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7536633091434,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_活动层板01,850,329,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7536633091533,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜B_活动层板02,850,329,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666505,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_右立板01,682,345,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666512,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_左立板01,682,345,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666529,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_顶板01,403,345,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666536,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_踢脚线01_踢脚线前挡板01,403,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666543,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_踢脚线01_踢脚线后挡板01,60,403,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7537514666550,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_底板01,403,345,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666567,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_背板01,586,403,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666574,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉03_抽屉面板01,435,221,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666598,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉03_抽屉右板01,290,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666604,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉03_抽屉左板01,290,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666611,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉03_抽屉后板01,354,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666628,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉03_抽屉底板01,354,290,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560616660,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉03_抽盒前板01,354,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666635,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉02_抽屉面板01,435,222.5,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666659,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉02_抽屉右板01,290,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666666,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉02_抽屉左板01,290,160,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666673,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉02_抽屉后板01,354,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666680,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉02_抽屉底板01,354,290,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560616622,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉02_抽盒前板01,354,132,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666697,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉01_抽屉面板01,435,222.5,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666710,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉01_抽屉右板01,290,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666727,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉01_抽屉左板01,290,110,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666734,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉01_抽屉后板01,354,82,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537514666741,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉01_抽屉底板01,354,290,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560616646,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜C_抽屉01_抽盒前板01,354,82,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537560604896,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_左立板01,585,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560604926,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_右立板01,585,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560604957,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_顶板01,596,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605008,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_底板01,596,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605046,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_背板01,549,596,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605091,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_活动层板01,595,329,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560606487,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_收口条02_L收口辅板01,632,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7537560606494,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_收口条02_L收口面板01,632,40,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537560606685,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_柜门01_单开门01_左开,617,628,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560606906,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_收口条01_L收口辅板01,625,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7537560606913,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜A_收口条01_L收口面板01,625,30,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605190,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_左立板01,585,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605206,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_右立板01,585,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605213,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_顶板01,1720,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605220,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_底板01,1720,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605404,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_中立板01,549,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605473,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_背板01,549,851,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605497,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_背板02,549,851,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605527,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_收口条01_L收口辅板01,2195,70,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7537560605534,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_收口条01_L收口面板01,2195,40,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605596,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_柜门01_双开左01_左开,617,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560605626,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_柜门01_双开右01_右开,617,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560605664,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_柜门02_双开左01_左开,617,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560605695,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_柜门02_双开右01_右开,617,436.75,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560605961,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_活动层板01,850,329,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560606067,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜B_活动层板02,850,329,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605282,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_左立板01,585,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605299,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_右立板01,585,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605305,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_顶板01,403,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605312,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_底板01,403,349,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605329,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_背板01,549,403,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560605336,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_活动层板01,402,329,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560606227,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_吊柜C_柜门01_单开门01_右开,617,435,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560607408,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_左立板01,682,331,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560607439,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_右立板01,682,331,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560607453,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_背板01,682,804,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560607651,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_顶板01,768,331,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560607774,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_踢脚线01_踢脚线前挡板01,768,60,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537560607781,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_踢脚线01_踢脚线后挡板01,60,768,1,无纹理,1,1,1,1,非门板
250727-1021,朗力,	7537560607750,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_底板01,768,331,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560607910,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_柜门01_双开左01_左开,672,399,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560607941,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_柜门01_双开右01_右开,672,399,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560608115,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜D_收口条01_侧收口01,682,370,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560610613,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_柜A_柜门01_单开门01_右开,330,505.5,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560611290,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_柜A_收口条03_侧收口01,625,370,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560611641,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_柜A_收口条06_墙板一长开槽01,617,800,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560613058,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜F_柜门01_右开上横J型通体01_右开,670,461,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560613102,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜F_抽屉01_抽面一长C型通体01,461,166,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7537560613461,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜F_收口条01_L收口面板01,850,30,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560614765,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_柜C_右立板01,1487,494,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560615687,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_柜C_柜门01_单开门01_左开,332,489,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560614017,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜E_柜门01_左开上横J型通体01_左开,528.5,499,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560614048,,电台路599弄76号302,电视柜,18,欧松板,非高光板,S705,电视柜_地柜E_柜门01_右开上横J型通体01_右开,528.5,499,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7537560618923,,电台路599弄76号302,电视柜拼色隐形门,18,欧松板,非高光板,S705,电视柜拼色隐形门_一长海棠角_竖隔板01,2500,300,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560619012,,电台路599弄76号302,电视柜拼色隐形门,18,欧松板,非高光板,S705,电视柜拼色隐形门_一长海棠角01_竖隔板01,2500,50,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7537560619050,,电台路599弄76号302,电视柜拼色隐形门,18,欧松板,非高光板,S705,电视柜拼色隐形门_楣板_竖隔板01,895,163,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538404295652,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_收口条01_L收口面板01,2345,30,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538404295768,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_柜门03_双开左01_左开,525,394,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7538404295799,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_柜门03_双开右01_右开,525,394,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7538404296024,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_柜门04_双开左01_左开,525,284.5,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7538404296055,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_柜门04_双开右01_右开,525,284.5,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7538404296130,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_柜门01_单开门01_左开,1798,166,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7538404297144,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_抽屉02_抽面一长J型通体拉手01,571,270.75,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7538404297212,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_抽屉01_抽面一长J型通体拉手01,571,270.75,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7538404297502,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_柜门02_下翻门一长J型通体拉手01_下开,270,571,1,竖纹,1,1,1,1,门板
250727-1021,朗力,	7538404298073,,电台路599弄76号302,阳台柜,18,欧松板,非高光板,S705,阳台柜_柜A_收口条02_侧收口01,2345,635,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538591562223,,电台路599弄76号302,备用板,18,欧松板,非高光板,S705,备用板_单板A_竖隔板01,2700,100,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538591562308,,电台路599弄76号302,备用板,18,欧松板,非高光板,S705,备用板_单板B_竖隔板01,2700,60,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7538591562322,,电台路599弄76号302,备用板,18,欧松板,非高光板,S705,备用板_单板C_竖隔板01,2700,60,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042268,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_底板01,1052,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042299,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_右立板01,717,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042336,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_左立板01,717,440,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042374,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_中立板04,717,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042442,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_中立板03,717,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042527,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_中立板02,717,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042596,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_中立板01,717,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042664,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_底板02,600,510,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042770,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_底板03,462,560,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873042954,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_顶板01,1016,532,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873043005,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_顶板02,426,532,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873043043,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_背板01,699,916,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873043067,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_背板02,699,426,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873043081,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_拉条02,564,80,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873043302,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_拉条03,564,58,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873045320,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_活动层板01,1016,540,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046112,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉03_抽盒前板01,364,130,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046129,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉03_抽屉右板01,450,130,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046136,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉03_抽屉左板01,450,130,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046143,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉03_抽屉后板01,364,130,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046082,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉03_抽屉底板01,364,414,1,竖纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046198,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉02_抽盒前板01,364,150,1,横纹,1,1,1,1,非门板
250727-1021,朗力,	7535873046204,,电台路599弄76号302,厨房,18,多层板,非高光板,S705,厨房_地柜C_抽屉02_抽屉右板01,450,150,1,横纹,1,1,1,1,非门板
